district,type,location,etc
은평구,lamp_battery,서울특별시 은평구 통일로 1080,
은평구,lamp_battery,서울특별시 은평구 통일로 1034,
은평구,lamp_battery,서울특별시 은평구 진관2로 67,
은평구,lamp_battery,서울특별시 은평구 연서로44길 30,
은평구,lamp_battery,서울특별시 은평구 연서로44길 55,
은평구,lamp_battery,서울특별시 은평구 가좌로12길 15,
은평구,lamp_battery,서울특별시 진관3로 21,
은평구,lamp_battery,서울특별시 은평구 가좌로7나길 30,
은평구,lamp_battery,서울특별시 은평구 서오릉로21길 36,
은평구,lamp_battery,서울특별시 은평구 불광로 208,
은평구,lamp_battery,서울특별시 은평구 진관4로 77,
은평구,lamp_battery,서울특별시 은평구 진관1로 22,
은평구,lamp_battery,서울특별시 은평구 진관4로 48-17,
은평구,lamp_battery,서울특별시 은평구 증산로15길 35-10,
은평구,lamp_battery,서울특별시 은평구 은평터널로 164,
은평구,lamp_battery,서울특별시 은평구 응암로 318,
은평구,lamp_battery,서울특별시 은평구 통일로 586-19,
은평구,lamp_battery,서울특별시 은평구 진관2로 77,
은평구,lamp_battery,서울특별시은평구 진관4로 78-7,
은평구,lamp_battery,서울특별시 은평구 은평터널로 60,
은평구,lamp_battery,서울특별시 은평구 갈현로17길 17,
은평구,lamp_battery,서울특별시 은평구 갈현로1길 36-1,
은평구,lamp_battery,서울특별시 은평구 백련산로 160,
은평구,lamp_battery,서울특별시 은평구 진관4로 48-8,
은평구,lamp_battery,서울특별시 은평구 증산로9길 36-5,
은평구,lamp_battery,서울특별시 은평구 진관1로 77-8,은평뉴타운 3지구 D공구 2-10(401동~407동)
은평구,lamp_battery,서울특별시 은평구 갈현로1길 31,
은평구,lamp_battery,서울특별시 은평구 백련산로 146,
은평구,lamp_battery,서울특별시 은평구 진관4로 107,
은평구,lamp_battery,서울특별시 은평구 연서로 487,
은평구,lamp_battery,서울특별시 은평구 갈현로3나길 23,
은평구,lamp_battery,서울특별시 은평구 진관4로 87,
은평구,lamp_battery,서울특별시 은평구 연서로48길 11,
은평구,lamp_battery,서울특별시 은평구 불광로 64,
은평구,lamp_battery,서울특별시 은평구 북한산로 2,은평뉴타운 3-5블럭 (은평뉴타운 3지구 A공구) (1020~1028동)
은평구,lamp_battery,서울특별시 은평구 갈현로11길 46,
은평구,lamp_battery,서울특별시 은평구 진관4로 37,
은평구,lamp_battery,서울특별시 은평구 진관4로 100,
은평구,lamp_battery,서울특별시 은평구 진관1로 55,
은평구,lamp_battery,서울특별시 은평구 진관3로 15-45,
