구로구,행정동 위치 비고
구로구,구로2동 구로동로43길 40 
구로구,구로2동 벚꽃로 39 
구로구,구로2동 구로동로48길 18 
구로구,구로2동 구로동로40길 4 
구로구,구로2동 구로동로7다길 11 
구로구,구로3동 구로동로 79 
구로구,구로3동 도림로 53 
구로구,구로3동 시흥대로163길 13 
구로구,구로3동 디지털로32다길 65 
구로구,구로3동 시흥대로 38 
구로구,구로3동 도림천로 379 
구로구,구로3동 디지털로432가길 72 
구로구,구로3동 디지털로432가길 66 
구로구,구로3동 디지털로432가길 65 
구로구,구로3동 디지털로432가길 54 
구로구,구로3동 디지털로432가길 56 
구로구,구로4동 구로중앙로19길 11 
구로구,구로4동 구로중앙로15길 21 
구로구,구로4동 구로중앙로19길 25-25 
구로구,구로4동 가마산로20다길 45 
구로구,구로5동 구로중앙로22길 86 
구로구,구로5동 구로중앙로22길 5 
구로구,가리봉동 남부순환로10길 1 
구로구,고척1동 중앙로14가길 64 
구로구,고척1동 경서로 38 
구로구,고척1동 경인로3길 10 
구로구,고척2동 고척동 245-3 
구로구,고척2동 고척동 244-4 
구로구,고척2동 고척로27다길 47-13 
구로구,고척2동 고척동 233 
구로구,고척2동 고척동 220-3 
구로구,고척2동 중앙로 87-10 
구로구,개봉1동 개봉동 109-1 
구로구,개봉1동 개봉1동 114 건너편
구로구,개봉1동 개봉1동 102-10 
구로구,개봉1동 개봉1동 11-18 
구로구,개봉1동 개봉1동 49-49 
구로구,개봉1동 개봉1동 60-73 
구로구,개봉1동 개봉1동 63-76 
구로구,개봉1동 고척로20길 4 
구로구,개봉1동 고척로18길 4 
구로구,개봉1동 개봉1동 416-46 
구로구,개봉1동 개봉1동 135-5 
구로구,개봉1동 개봉1동 139-69 
구로구,개봉1동 개봉1동 452-10 
구로구,개봉1동 개봉1동 448-30 
구로구,개봉1동 개봉1동 316-16 
구로구,개봉2동 개봉2동 306-47 
구로구,개봉2동 개봉2동 306-46 
구로구,개봉2동 경인로35길 64-25 
구로구,개봉2동 개봉2동 326-35 
구로구,개봉3동 개봉로11길 35-1 
구로구,개봉3동 개봉로15길 1 
구로구,개봉3동 개봉로15길 94 건너편
구로구,오류1동 고척로3길 25-8 
구로구,오류1동 고척로3길 86-14 
구로구,오류1동 고척로15길 113 
구로구,오류1동 고척로15길 97 
구로구,오류1동 고척로6길 14 
구로구,오류1동 경인로20가길 17 
구로구,오류1동 경인로6길 40 
구로구,오류2동 오리로13길 16 
구로구,오류2동 서헤안로 2278 
구로구,오류2동 오류로8다길 6 
구로구,오류2동 오루로8라길 24 
구로구,오류2동 오루류8라길 37 
구로구,오류2동 고척로16가길 20 
구로구,오류2동 서해안로34가길 3 
구로구,수궁동  부일로11길 56 
구로구,수궁동  부일로15나길 23 
구로구,수궁동  오리로22길 16-49 
구로구,수궁동  부일로 989-11 
