road_address,x,y,detail
서울 마포구 손기정로 2,126.960520455667,37.5576635146674
서울 마포구 마포대로 270,126.959900345068,37.5572699302782
서울 마포구 환일길 13,126.960204232592,37.5570389272802
서울 마포구 환일길 43,126.961013888677,37.5544383778807
서울 마포구 환일7길 18,126.962070492893,37.5554916279024
서울 마포구 손기정로12길 4,126.962353076394,37.5559624895621
서울 마포구 마포대로24길 31-8,126.960989207403,37.5531545379013
서울 마포구 마포대로26길 39,126.959307505949,37.554397797829
서울 마포구 마포대로 236,126.957946204358,37.5547266354932
서울 마포구 환일길 58-1,126.961260622739,37.5530889445118
서울 마포구 환일길 66,126.961611329729,37.5524390790952
서울 마포구 만리재로20길 24,126.963118319939,37.5505319660343,소화전 옆
서울 마포구 만리재로20길 8,126.962626356261,37.5510481734746,막다른 골목안
서울 마포구 효창원로95길 14,126.962695778304,37.5489025577596
서울 마포구 만리재로10안길 26,126.961558207712,37.5487825402792,건물 뒤
서울 마포구 만리재로12길 25,126.961083306009,37.5491321523666,K1마트 앞
서울 마포구 만리재로12길 36,126.96066228461,37.5488005354772
서울 마포구 효창목5길 24,126.961481418807,37.5480276585694,이동식 무단투기 CCTV
서울 마포구 임정로25길 8,126.960085902978,37.5465427995132
서울 마포구 효창목길 31,126.961009436955,37.5473424742915
서울 마포구 효창목5길 1,126.960165543765,37.5480760561218,세일냉동 에어컨
서울 마포구 효창목길 11,126.959268543776,37.5475924543818
서울 마포구 마포대로14라길 3,126.957194402601,37.5477982296178,대연하이빌 앞
서울 마포구 마포대로14가길 21,126.956356953928,37.5504096475545
서울 마포구 만리재옛길 65-10,126.958090283985,37.5500580752252
서울 마포구 마포대로16나길 13,126.958049148966,37.5509657263433
서울 마포구 만리재로10길 4,126.96017808849,37.5491702330928
서울 마포구 만리재로10길 1-8,126.96069592485,37.5493885383412
서울 마포구 만리재로12가길 7,126.961518701247,37.5496873101478
서울 마포구 만리재로16길 20-5,126.96252773616,37.5500216348018
서울 마포구 만리재로14길 34,126.961846008887,37.5496176790798
서울 마포구 만리재로14길 15,126.961459464462,37.5504470126919
서울 마포구 만리재로 83-1,126.95871306409,37.5481535836824
서울 마포구 만리재옛길 56,126.957561500192,37.5485952954657
서울 마포구 마포대로4길 18,126.946671287775,37.5387071867261
서울 마포구 마포대로4나길 64,126.944735694066,37.5365203800243
서울 마포구 마포대로4나길 54,126.94478197717,37.5369713523733
서울 마포구 마포대로4나길 23,126.945864058638,37.5379675487997
서울 마포구 마포대로4라길 13,126.946409625808,37.537689478667
서울 마포구 마포대로4길 62,126.946496272629,37.5369304251881
서울 마포구 삼개로5길 29,126.948621628825,37.537705688668
서울 마포구 도화2안길 29,126.948856642843,37.53868697989
서울 마포구 도화2안길 11,126.949039645129,37.539290368651
서울 마포구 도화2길 6,126.948688939616,37.5401991455405
서울 마포구 도화2길 49,126.950456560761,37.538850382573
서울 마포구 도화4길 94,126.950500604116,37.5382934928565
서울 마포구 도화4길 39,126.951794168985,37.5403037986589
서울 마포구 새창로4길 12,126.951516345254,37.5415877898061
서울 마포구 새창로6나길 30,126.954291215863,37.5409754057716
서울 마포구 도화4길 13-1,126.95092751084,37.5412262456954
서울 마포구 대흥로4길 49,126.939773708896,37.5414725528846
서울 마포구 대흥로2길 21,126.93823150416,37.541811343026
서울 마포구 서강로16길 51,126.936530211075,37.5518706332728
서울 마포구 서강로16길 21,126.935307710343,37.5527264584892
서울 마포구 신촌로 170,126.944370890749,37.556349843334
서울 마포구 신촌로26길 10,126.942372609531,37.5558509937606,대흥동주민센터
서울 마포구 고산3길 19,126.938603177206,37.55468338323
서울 마포구 신촌로20길 44,126.938643068859,37.5533738938683
서울 마포구 고산2길 54,126.940533281747,37.553603263925
서울 마포구 신촌로24안길 24,126.942734951172,37.5556092522278
서울 마포구 고산18길 44,126.945151125912,37.5524775400639
서울 마포구 서강대길 18,126.940130567646,37.5491425790199
서울 마포구 백범로10길 30,126.939904935737,37.5481350579149
서울 마포구 백범로15길 21,126.943048574364,37.5484452981
서울 마포구 마포대로11길 102,126.948777277272,37.5490123977663
서울 마포구 백범로25길 82,126.948011342633,37.5494005735755
서울 마포구 숭문길 32,126.945574962965,37.547937064944
서울 마포구 백범로17길 18,126.944175079818,37.5478782970046
서울 마포구 손기정로12길 4,126.962353076394,37.5559624895621
서울 마포구 독막로29길 15,126.937441754792,37.5481081001678
서울 마포구 독막로29길 28,126.938107531344,37.5480560128943
서울 마포구 광성로4길 10-9,126.937049973591,37.5490661039164
서울 마포구 독막로29길 29-4,126.938215549654,37.5483926825455
서울 마포구 광성로 42-1,126.937698169535,37.5496167775487
서울 마포구 신수로 102,126.936304650466,37.5501617687656
서울 마포구 신수로6길 21,126.935285869244,37.548799175511
서울 마포구 신수로 80,126.934630421487,37.5486764588717
서울 마포구 신수로 90,126.935384811001,37.5494117284528
서울 마포구 독막로 174,126.932928458035,37.5471502037969
서울 마포구 독막로24길 9,126.932994956901,37.5466888400699
서울 마포구 독막로24길 25,126.932834495784,37.5461844598445
서울 마포구 독막로 188,126.934538079405,37.5472541813658
서울 마포구 독막로26길 22,126.935592841773,37.5466091957537
서울 마포구 토정로15길 26,126.935273484972,37.5461080657497
서울 마포구 토정로15안길 5,126.935428886224,37.5458066765819
서울 마포구 토정로 221,126.93561268011,37.5449893005184
서울 마포구 독막로26길 42,126.936295811594,37.5459207634288
서울 마포구 독막로28길 34,126.936906095071,37.545765939069
서울 마포구 독막로28길 53,126.937168721263,37.5448402124726
서울 마포구 독막로28길 65,126.936877957246,37.5442437761504
