road_address,x,y
서울 서초구 신흥말길 68,127.080831754537,37.4547012793657
서울 서초구 능안말2길 13,127.066258102977,37.454573484696
서울 서초구 청계산로15길 77,127.05831431691,37.4493582812319
서울 서초구 새정2길 3,127.069049269823,37.4356322049375
서울 서초구 새정1길 11,127.069533463167,37.435287102348
서울 서초구 주흥17길 23-5,127.017577340982,37.5088852775124
서울 서초구 사평대로53길 110,127.02013375827,37.5091189504712
서울 서초구 주흥길 31,127.019334410639,37.5058706007076
서울 서초구 주흥7길 10-36,127.018527540584,37.5062249151566
서울 서초구 주흥3길 34,127.018313138836,37.5049749839962
서울 서초구 주흥5길 19,127.018718488958,37.5045621698933
서울 서초구 사평대로20길 99,126.99644752745,37.4949779751988
서울 서초구 사평대로22길 96,126.997260914908,37.495298755303
서울 서초구 사평대로14길 32,126.994146374176,37.4970247906936
서울 서초구 서래로5길 97,126.992876827651,37.4975807320998
서울 서초구 사평대로28길 70,127.000328627422,37.4974858902084
서울 서초구 서래로4길 29,127.000047721896,37.4969766417542
서울 서초구 서래로2길 58,127.001397935756,37.4958081179328
서울 서초구 동광로49길 23,127.002177379478,37.4944487570726
서울 서초구 동광로47길 7,127.001382412359,37.494127109551
서울 서초구 방배로20길 25-27,126.995502408741,37.4870834054141
서울 서초구 방배로19길 36-16,126.99288001687,37.4854277639685
서울 서초구 서초대로34가길 43,126.998358232026,37.4866004491512
서울 서초구 서초대로34가길 36,126.998022745208,37.4869741821919
서울 서초구 서초대로32길 23,126.997182376924,37.4878307534939
서울 서초구 서초대로34길 13,126.997833417137,37.4886680738888
서울 서초구 서초대로34가길 52,126.997856550654,37.4863329317817
서울 서초구 효령로33길 70,126.996577941643,37.4843927603574
서울 서초구 방배로11길 8,126.99601884967,37.481887668344
서울 서초구 방배로11길 35,126.994427675521,37.4810136253232
서울 서초구 효령로23길 49,126.992741121351,37.4824224413922
서울 서초구 효령로29길 43,126.994513882452,37.4833616584158
서울 서초구 효령로23길 40,126.99337090692,37.4821510945453
서울 서초구 효령로27길 74,126.993779708431,37.4839161928541
서울 서초구 효령로23길 82,126.992370809469,37.4838309649674
서울 서초구 방배로23길 46,126.991839871767,37.4857566548478
서울 서초구 방배로19길 14,126.994185282096,37.4852697084495
서울 서초구 서초대로22길 41,126.993644125556,37.4854573606189
서울 서초구 방배로18길 24-18,126.997078016983,37.4848032732469
서울 서초구 서초대로30길 9,126.996144041532,37.4878673951932
서울 서초구 방배로23길 62,126.991015869794,37.4854335835785
서울 서초구 효령로21길 7,126.992564045266,37.4803347024938
서울 서초구 전원말안1길 10,126.988562726725,37.4670651164564
서울 서초구 전원말안길 21,126.990317152155,37.4675944370684
서울 서초구 전원말8길 16,126.990650130198,37.4651935391779
서울 서초구 도구로9길 15,126.986760838337,37.4819814194141
서울 서초구 방배천로4안길 26,126.98342473464,37.4792852694427
서울 서초구 방배천로2안길 91,126.983883134543,37.4811060921386
서울 서초구 방배천로4안길 84,126.98349768101,37.4817480078126
서울 서초구 방배천로24길 19,126.984614868635,37.4849542176928
서울 서초구 방배천로8길 36,126.984651867227,37.4804066510639
서울 서초구 방배천로6길 33-2,126.98456570046,37.4793801200676
서울 서초구 효령로5길 25-10,126.985380484962,37.4783651465594
서울 서초구 도구로1길 33,126.987669862525,37.4785287606522
서울 서초구 서초대로4길 23,126.985485311552,37.4846769974358
서울 서초구 서초대로4길 45,126.98606019032,37.4838069627254
서울 서초구 도구로 79,126.986481831173,37.4836921331227
서울 서초구 청두곶길 72,126.985652401003,37.4830227660775
서울 서초구 효령로21길 60,126.991462927365,37.4825575973711
서울 서초구 도구로 47,126.988144530585,37.4810513647199
서울 서초구 효령로19길 51,126.990819222521,37.4819222477748
서울 서초구 방배중앙로3길 24,126.991419305527,37.4813887153919
서울 서초구 효령로19길 8,126.992153540083,37.4801855589329
서울 서초구 남부순환로309길 38,127.003561813545,37.4797449019866
서울 서초구 방배로8길 10-31,126.999895081644,37.4794026622123
서울 서초구 효령로4길 24,126.987863061867,37.476527458229
서울 서초구 효령로4길 53,126.989532000278,37.4763002030162
서울 서초구 효령로12길 12,126.989520107991,37.4780742898837
서울 서초구 효령로12길 28,126.989687306908,37.4773370985971
서울 서초구 효령로16길 8,126.991285619392,37.478875881159
서울 서초구 효령로14길 13,126.990491446117,37.4784210804795
서울 서초구 효령로14다길 21,126.991628256811,37.4782273593648
서울 서초구 효령로18길 19,126.992285747064,37.4786953884117
서울 서초구 효령로20길 27,126.993272515539,37.4786669768195
서울 서초구 효령로20길 38,126.993302523532,37.4781317789247
서울 서초구 효령로14길 30,126.990809342251,37.477664618075
서울 서초구 효령로20라길 10,126.992802011881,37.4782341942697
서울 서초구 남부순환로297길 12,126.994326771965,37.474238929749
서울 서초구 남부순환로297라길 16,126.994054500373,37.4762376266471
서울 서초구 남부순환로297가길 26,126.99339706642,37.4752490037488
서울 서초구 남부순환로297가길 9-26,126.993266972554,37.4749218397005
서울 서초구 효령로28길 7,126.995951207061,37.48037316
서울 서초구 방배로10길 10-28,126.999211296474,37.4800607567642
서울 서초구 효령로36길 40,127.000715100806,37.4799618264244
서울 서초구 방배로32길 61,126.994764814713,37.4924807714825
서울 서초구 방배로34길 35,126.992705929052,37.493193989722
서울 서초구 방배천로 153,126.98682399208,37.4893377088389
서울 서초구 동광로10길 11-8,126.986438667576,37.4904219378634
서울 서초구 동광로10길 11-8,126.986438667576,37.4904219378634
서울 서초구 동광로4길 15,126.984932231364,37.4901013570347
서울 서초구 동광로12길 52,126.986104437788,37.4890907502713
